pH,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.63,112.56,27019.49,3.34,342.47,200.17,27.68,31.16,2.93,1
7.33,297.8,15996.3,5.45,235.58,166.61,8.54,48.94,3.83,1
5.08,307.47,42522.87,10.42,393.06,171.53,24.48,29.8,2.57,0
6.03,277.3,12338.19,1.12,137.22,207.6,26.63,19.49,1.63,0
7.02,170.56,19640.85,8.92,116.24,873.25,27.57,53.45,3.41,1
6.85,168.17,26190.08,9.83,99.36,318.36,15.86,11.14,2.99,1
7.09,266.77,37453.21,10.39,224.81,654.58,21.56,66.15,3.93,0
5.95,204.28,35669.26,1.43,408.16,554.37,21.83,21.63,4.8,0
5.47,222.16,32453.28,3.52,391.77,724.47,19.66,49.98,4.54,1
7.41,111.28,42141.22,0.74,301.89,888.91,27.4,114.41,2.56,0
7.74,247.92,27245.31,7.9,293.68,266.32,26.8,34.98,1.5,0
5.35,308.24,8274.07,13.04,188.56,153.05,13.24,75.22,2.5,1
7.82,188.72,14946.84,11.8,292.76,518.28,4.98,43.84,4.44,1
7.62,156.75,25839.93,12.15,181.03,133.73,7.53,78.98,2.97,1
6.96,215.76,19105.67,0.9,171.02,715.82,12.7,79.6,1.39,0
7.32,204.4,5142.29,1.81,356.41,238.85,13.1,78.45,4.79,0
6.27,237.37,9973.31,5.33,115.19,252.48,19.96,40.04,2.39,1
6.93,168.38,27494.81,7.33,281.13,348.67,8.22,106.58,4.2,0
6.66,102.57,16079.14,10.59,92.04,600.53,12.9,52.58,3.67,1
5.17,304.9,30019.53,1.59,196.18,571.93,18.81,28.78,1.44,0
5.85,235.77,19278.85,9.1,297.55,927.31,10.89,42.11,2.93,0
6.84,136.94,43188.8,1.23,298.53,213.49,16.05,72.19,4.51,0
7.31,233.94,26594.12,1.33,344.19,588.71,15.74,59.28,2.73,0
7.6,158.23,36626.65,8.51,383.96,615.16,17.09,49.53,1.89,1
6.73,231.84,35150.85,4.14,285.08,496.5,15.79,54.91,3.39,0
6.94,293.48,5513.38,0.85,328.33,223.76,26.67,34.69,1.47,1
5.48,96.61,10183.86,3.32,215.22,347.15,8.06,37.26,4.46,1
6.25,161.75,27562.16,10.22,242.47,153.54,10.72,10.88,4.18,1
4.96,133.12,14534.81,8.81,121.79,165.84,13.09,10.79,2.98,0
8.55,140.58,37167.56,8.41,208.42,749.15,24.84,58.94,1.67,0
5.28,304.75,47286.23,4.14,100.91,745.57,26.48,59.33,1.4,0
6.59,174.5,27598.88,11.5,322.33,202.27,23.41,111.9,2.37,1
7.54,171.72,2421.18,7.93,269.65,788.36,15.41,108.23,3.57,0
8.05,158.9,12254.16,2.68,201.13,967.64,11.67,61.58,1.23,1
5.81,123.07,17564.3,11.64,116.18,120.41,20.99,40.53,1.77,1
6.53,118.4,41519.5,13.47,291.55,275.43,13.49,77.17,2.27,1
6.8,282.82,47762.87,2.87,290.28,432.16,27.74,33.08,3.79,1
7.2,242.75,9461.04,1.75,118.18,658.68,19.35,89.98,1.67,0
6.23,291.09,48730.41,9.75,335.63,185.84,27.08,98.89,3.04,0
6.67,181.68,1257.01,9.01,103.66,448.38,26.48,71.93,2.55,1
7.14,89.04,24683.77,0.77,396.18,385.57,21.58,112.01,1.65,0
5.57,279.04,12163.22,11.26,250.91,506.01,19.29,111.0,4.16,1
8.52,176.07,47952.34,1.92,130.91,821.68,20.33,102.69,1.38,1
7.95,201.98,46076.0,13.34,116.82,493.87,9.52,63.5,2.55,0
5.56,127.4,11956.25,12.03,404.14,294.65,17.69,29.2,4.53,1
6.68,140.02,42204.9,3.79,143.61,145.08,27.4,55.12,1.32,0
6.53,97.53,46418.08,8.3,94.13,578.73,15.17,85.87,1.23,1
8.45,237.35,19037.53,13.45,310.17,544.42,24.31,37.71,1.99,1
7.54,149.23,18880.27,5.94,168.19,229.01,3.19,103.39,3.29,0
6.73,265.67,38902.08,10.64,259.46,508.53,13.41,53.49,2.14,1
7.06,187.37,31543.39,9.99,99.99,324.27,9.51,44.43,1.91,0
6.82,202.66,25110.44,3.59,157.79,585.71,7.0,31.02,4.52,1
7.0,143.28,18371.8,12.81,138.9,884.31,20.72,89.08,1.39,1
7.82,243.41,28727.17,9.49,334.69,135.44,26.15,33.7,4.29,1
7.72,279.63,42462.29,7.21,349.74,405.06,10.75,66.01,2.98,1
5.65,194.63,1821.75,1.01,157.81,976.97,19.43,63.63,2.66,1
7.66,251.84,10403.73,10.52,304.66,533.85,16.56,112.71,3.37,1
5.86,153.63,20131.83,1.8,101.97,932.57,11.59,80.37,1.84,0
7.28,213.63,14648.09,8.72,378.07,873.71,11.01,101.21,1.29,1
5.7,314.56,1390.67,9.04,254.36,454.11,27.68,9.37,2.5,0
6.35,91.96,28745.35,12.95,350.85,637.65,25.38,110.49,3.45,0
8.03,297.67,40281.29,10.94,338.32,870.26,22.1,31.17,2.48,1
6.55,263.77,41421.09,7.52,341.26,133.95,27.15,72.37,1.47,0
7.57,121.58,9221.15,8.6,184.77,789.56,3.19,18.92,1.61,1
7.29,203.15,31326.23,0.67,94.23,680.25,3.63,103.6,1.78,1
6.2,221.33,3290.25,11.25,93.86,126.3,15.07,36.72,3.3,1
5.2,185.87,10945.98,1.17,307.02,175.6,24.93,14.64,1.32,1
7.12,198.11,41246.62,8.0,367.43,261.99,15.49,35.27,2.07,1
7.4,99.29,25568.24,8.03,193.41,652.4,27.26,112.97,4.19,1
6.91,303.82,8931.01,4.53,173.53,142.5,17.04,62.18,3.65,0
7.04,262.69,4677.95,8.29,126.72,489.36,19.24,96.66,2.45,1
6.44,144.98,3559.33,8.27,90.41,661.29,19.81,69.63,2.1,0
7.26,203.55,38263.23,2.36,310.93,237.08,5.36,112.48,3.0,0
5.68,253.79,26248.61,10.88,185.97,581.17,3.5,47.76,3.41,0
7.69,242.5,5373.34,11.47,313.56,444.28,22.96,21.87,2.11,1
7.71,118.26,14493.26,12.65,378.06,639.98,5.16,51.87,3.11,1
6.97,103.65,22879.62,4.74,284.94,232.99,15.84,90.22,3.92,1
6.72,309.84,32280.04,1.67,233.71,966.95,10.9,71.69,3.63,0
6.21,96.04,14800.82,4.85,347.44,869.88,10.25,52.99,3.19,0
6.34,272.6,47367.68,10.17,389.94,636.33,3.26,90.38,2.04,0
6.52,247.63,20756.62,6.04,132.52,689.84,24.34,43.23,3.86,0
7.15,247.18,41089.48,5.32,303.64,363.32,18.3,82.45,2.86,0
7.22,206.07,3273.69,2.71,400.42,936.29,23.13,55.32,4.38,1
7.88,227.53,44805.58,4.04,222.6,652.07,11.33,83.06,2.49,0
5.73,161.31,47749.36,12.13,200.66,160.78,7.77,63.57,3.92,1
6.31,160.89,11435.25,8.72,222.82,493.31,24.45,50.75,2.9,1
7.3,173.36,37033.59,5.23,156.03,563.09,25.95,87.68,4.62,0
5.84,129.57,12098.85,12.44,166.88,887.72,8.83,51.81,4.16,1
7.47,247.35,10536.07,11.23,129.27,648.42,16.95,105.74,3.78,1
7.33,305.79,42870.68,2.05,326.45,963.08,11.78,45.5,2.6,0
5.66,282.62,34630.69,0.6,304.62,799.12,23.55,113.56,1.37,0
7.84,266.58,26460.16,11.03,376.11,580.86,19.42,14.37,3.99,0
7.93,222.99,27967.58,5.56,263.7,418.81,15.93,19.85,1.38,0
7.52,299.43,38048.69,12.37,374.96,823.67,6.25,104.96,3.93,1
4.28,281.23,16072.54,3.57,349.97,459.79,20.46,91.84,2.78,1
6.86,110.45,4555.5,6.28,320.1,774.96,11.93,63.03,4.37,0
8.04,171.98,47243.37,12.39,291.85,199.38,10.62,94.14,4.46,1
7.5,134.24,16729.53,2.71,340.44,408.92,17.89,21.24,3.11,1
6.16,217.92,34115.88,12.67,274.38,912.32,25.12,64.4,4.5,1
6.71,168.69,32152.89,11.43,390.72,778.79,21.84,113.92,2.59,0
7.39,278.84,14248.35,12.32,267.87,652.06,25.95,90.13,3.36,0
9.18,185.91,41736.98,5.73,270.21,427.19,14.12,50.07,1.9,1
7.25,174.19,21177.61,11.55,98.9,932.6,25.46,17.77,2.63,0
6.49,259.55,24102.52,6.56,170.74,128.22,11.74,71.27,4.22,1
6.14,262.78,35606.29,9.4,281.31,773.0,5.24,85.04,4.23,0
7.74,100.42,19483.88,10.99,98.62,791.14,10.68,103.95,4.58,0
7.8,136.18,28441.2,5.78,249.42,209.61,20.39,109.88,3.0,1
6.41,254.64,29048.15,4.67,105.15,230.3,7.54,23.17,2.55,1
7.81,218.72,25153.0,3.35,152.49,811.71,19.32,68.49,3.2,0
7.36,233.08,47048.69,12.17,390.93,690.16,22.66,61.76,2.81,0
8.5,238.76,42129.66,3.53,367.27,222.47,16.17,46.35,1.63,0
7.23,221.18,17131.2,0.89,383.21,665.9,10.47,56.25,4.45,0
7.7,139.86,46156.6,11.4,107.77,569.35,24.33,40.28,4.19,1
5.94,311.2,1793.02,9.69,280.0,924.99,6.68,24.37,1.34,0
6.99,274.87,46721.6,8.77,376.95,163.82,27.67,34.83,2.0,0
6.34,154.54,18184.87,9.72,218.33,229.13,15.19,36.08,4.46,0
6.88,259.87,2434.49,10.41,267.39,906.26,11.85,11.94,3.27,1
7.23,209.31,21835.1,10.07,247.59,667.54,18.06,83.47,3.74,0
7.17,309.38,2460.28,2.1,191.89,744.75,7.29,59.85,2.43,0
8.12,142.43,4929.63,5.39,105.27,399.9,11.88,22.16,3.94,0
6.78,121.11,30476.86,6.5,391.61,284.88,23.78,78.2,1.68,1
7.1,247.19,14707.18,9.7,206.66,893.22,6.0,87.41,3.88,1
6.71,197.14,8969.11,1.7,220.8,434.5,15.0,67.84,1.51,1
6.6,203.19,44235.72,1.0,334.83,715.37,15.01,21.81,4.66,1
8.28,176.27,36635.81,0.75,281.76,788.44,24.97,45.97,2.32,1
6.51,287.3,34164.63,2.97,403.81,145.41,19.75,110.51,4.79,0
5.3,256.91,12575.43,6.93,312.39,753.41,12.37,25.64,2.76,1
5.83,178.78,30720.55,6.99,101.47,657.58,4.45,10.77,4.45,0
8.03,182.17,2771.57,10.87,278.16,268.21,15.76,32.82,3.62,0
8.58,252.55,31531.86,11.22,106.65,800.21,25.27,81.19,1.51,1
7.49,125.38,5729.14,10.01,154.65,747.87,24.66,93.9,4.71,1
8.72,120.02,43621.01,9.84,174.11,164.65,17.02,34.26,4.3,1
7.06,181.21,32029.89,2.13,220.38,945.92,14.96,102.74,2.04,0
6.42,149.07,32237.26,12.43,266.91,932.85,18.71,72.64,3.39,0
6.81,156.88,9114.69,1.6,168.79,856.79,17.76,58.97,4.39,1
7.27,132.08,34453.87,4.93,214.72,403.54,8.19,61.2,1.74,0
8.56,143.49,40442.86,9.45,200.8,931.26,26.65,72.73,1.57,0
8.37,220.93,23976.86,3.66,115.19,348.26,19.02,34.28,2.37,0
6.54,208.16,45370.09,13.42,169.63,644.25,8.09,28.83,2.58,0
6.76,114.98,2005.73,13.06,352.14,829.15,8.72,60.39,4.71,1
6.92,195.69,47910.43,3.38,347.09,848.17,19.27,30.36,3.05,0
6.95,169.64,16820.42,12.95,112.18,284.6,10.12,60.21,1.6,1
7.07,170.6,48848.49,3.05,126.53,977.46,17.75,41.08,3.64,0
6.32,270.5,32824.93,7.52,212.34,155.5,15.91,26.8,3.46,0
6.78,206.18,1586.6,7.73,199.82,502.0,5.77,22.68,4.68,1
7.83,118.6,37956.49,0.53,277.25,493.06,4.12,50.49,2.43,0
6.19,148.43,7351.52,8.96,318.07,233.32,15.12,61.15,3.55,1
7.12,178.28,29088.61,7.45,254.06,239.14,16.15,114.47,3.27,0
6.35,247.62,29238.86,11.8,246.88,143.9,25.02,52.27,2.13,0
5.45,127.34,23600.66,5.73,268.46,201.6,20.07,97.04,3.1,1
6.7,165.08,44350.96,3.69,188.66,592.31,26.01,89.14,2.41,1
9.22,226.95,32331.01,11.33,260.92,367.06,15.42,106.79,1.85,1
6.64,165.71,45519.13,4.44,365.06,959.58,24.01,86.81,4.15,0
7.04,95.69,11494.2,4.5,299.47,968.9,22.01,69.48,3.89,1
6.93,226.15,25684.08,11.16,169.0,695.94,25.66,64.35,1.91,1
7.51,90.2,28343.05,7.18,220.34,930.63,21.81,28.84,1.59,0
5.76,123.34,44586.9,5.27,385.87,765.31,27.68,112.35,2.41,0
7.59,208.36,17417.77,4.74,185.89,962.11,22.21,104.31,3.52,0
7.35,152.42,44056.53,13.41,206.99,352.47,27.58,73.89,3.11,0
6.88,258.58,27569.57,6.57,119.57,176.5,18.16,111.56,4.75,1
7.63,251.84,10482.34,0.72,330.81,695.78,7.7,31.31,3.24,0
6.72,213.07,47161.55,2.37,208.66,366.45,12.87,89.11,3.08,1
6.35,271.42,24116.55,9.29,288.58,853.71,7.98,31.93,1.48,0
6.35,267.37,9632.38,3.43,264.51,297.35,20.37,47.31,3.12,1
6.25,261.61,19528.86,7.72,159.71,135.21,7.29,61.41,3.47,0
7.59,92.11,20950.46,4.95,195.46,900.37,27.0,54.28,3.77,0
8.16,233.26,13529.14,2.34,171.45,699.19,20.45,101.64,1.85,1
6.13,312.52,18593.08,8.4,408.58,294.79,7.2,64.17,3.29,0
6.52,154.57,32388.44,9.02,204.82,608.34,13.64,86.78,4.39,0
6.69,262.38,45369.11,12.84,268.0,537.17,17.79,54.37,2.31,1
9.14,174.07,13890.42,4.62,146.96,562.33,3.91,21.1,3.42,0
7.44,159.18,36622.15,12.69,258.37,144.54,10.2,99.09,4.47,1
7.61,159.54,48687.89,3.95,272.93,840.47,22.24,53.69,4.13,1
6.31,186.96,27241.34,9.58,146.28,391.22,8.27,90.93,2.71,0
7.7,277.19,46087.65,2.13,107.6,239.69,19.22,77.87,2.74,0
6.37,157.42,39659.73,11.06,136.09,521.33,21.36,107.12,2.63,1
6.38,237.87,36513.14,9.1,236.53,855.66,12.67,77.37,4.36,1
5.22,159.16,37513.71,3.05,151.91,506.59,10.24,108.75,1.65,1
8.11,109.69,24388.76,13.25,109.5,655.66,12.14,99.75,3.62,1
7.63,209.32,32084.81,1.49,237.81,681.21,15.97,84.31,2.25,1
7.32,149.86,17182.65,7.84,379.05,800.04,21.66,97.48,2.54,1
8.14,306.84,20187.54,10.34,149.94,888.85,10.26,49.96,4.15,1
6.17,138.98,19275.06,2.21,395.94,662.04,24.55,10.84,2.41,1
7.69,205.93,26198.24,2.84,257.41,807.02,4.58,19.33,4.7,0
6.62,274.26,32717.2,0.87,119.03,304.84,22.1,63.55,1.35,1
7.99,292.58,16557.07,9.04,214.29,960.52,21.55,102.43,2.41,0
8.39,138.57,6925.27,10.87,207.06,903.02,15.25,16.13,1.48,0
6.62,234.68,32220.33,11.82,128.41,625.95,22.91,100.41,1.71,1
6.62,173.6,903.11,11.84,128.64,389.72,24.19,72.83,3.19,0
7.06,166.76,21209.04,9.0,195.97,843.18,7.85,55.82,2.6,1
7.32,94.31,4949.28,7.68,349.88,222.88,20.02,59.8,3.84,1
7.36,258.56,31907.49,2.76,100.58,322.75,20.64,28.81,3.63,1
6.96,216.49,45553.25,0.98,337.19,824.92,23.97,18.31,2.76,0
7.24,172.56,14934.13,13.31,344.45,263.31,8.59,35.32,2.68,0
9.18,274.15,41812.82,11.99,219.63,251.19,11.09,59.8,3.72,0
6.96,195.24,16754.29,4.12,367.46,143.17,23.17,46.56,4.05,0
6.66,140.22,31353.47,2.14,231.6,540.4,12.9,98.01,4.11,1
7.31,279.49,24231.13,11.4,120.69,522.75,7.32,70.62,3.82,1
7.18,107.12,34128.65,5.48,280.25,779.97,23.2,52.1,1.98,1
6.25,284.99,11453.1,8.0,94.53,942.93,23.85,100.82,3.32,0
6.88,214.94,29996.72,12.96,284.7,336.67,3.35,38.2,3.49,1
7.25,163.59,46920.56,11.9,314.07,952.14,18.23,63.28,2.81,1
7.53,244.55,45687.61,6.75,194.97,230.34,18.8,23.2,2.91,1
7.12,296.03,47588.14,1.51,379.63,313.3,14.78,46.84,3.72,1
7.26,245.69,20163.93,1.4,252.31,333.39,15.72,95.36,4.18,0
6.86,217.85,34779.61,11.39,261.33,507.39,20.08,14.73,2.85,1
6.85,161.5,22633.44,10.32,304.88,393.99,17.14,98.55,4.73,1
7.01,261.71,23233.04,12.19,409.05,310.94,18.64,37.89,3.39,1
6.18,272.19,22372.82,10.64,260.48,961.34,6.85,103.68,3.93,1
5.28,98.9,41045.23,9.79,253.27,871.96,10.45,47.0,3.87,0
5.98,301.02,4339.1,13.09,268.38,334.09,23.28,110.25,2.49,0
6.04,133.69,3755.75,8.4,347.77,193.74,5.13,39.98,2.83,1
8.14,86.97,28341.29,5.73,326.88,767.87,18.48,69.71,1.35,0
6.69,144.65,42101.99,1.9,351.14,915.32,6.1,38.02,3.01,0
7.06,161.8,39752.93,8.4,345.01,884.19,11.53,29.93,3.26,0
7.44,259.97,23993.18,12.18,354.25,771.98,19.26,27.17,3.94,0
